date,invoice_id,customer_id,product_id,qty,unit_price_eur,discount_rate,total_eur,currency,payment_terms_days
2020-02-22,INV00004277,C0096,P009,1,133.87,0.1556,113.04,EUR,15
2020-02-22,INV00004278,C0015,P008,1,1134.56,0.0894,1033.16,EUR,15
2020-02-23,INV00004279,C0057,P029,5,685.26,0.1629,2867.99,EUR,0
2020-02-23,INV00004280,C0095,P007,2,479.93,0.0738,889.02,EUR,45
2020-02-23,INV00004281,C0112,P019,2,132.08,0.0132,260.67,EUR,30
2020-02-23,INV00004282,C0012,P024,4,365.58,0.0387,1405.76,EUR,0
2020-02-23,INV00004283,C0115,P001,2,508.53,0.0709,944.95,EUR,15
2020-02-23,INV00004284,C0113,P009,1,133.87,0.0474,127.52,EUR,30
2020-02-23,INV00004285,C0101,P005,4,609.82,0.0,2439.28,EUR,45
2020-02-23,INV00004286,C0069,P029,1,685.26,0.0156,674.57,EUR,15
2020-02-23,INV00004287,C0065,P003,2,422.8,0.0766,780.8,EUR,60
2020-02-23,INV00004288,C0083,P008,4,1134.56,0.0314,4395.63,EUR,45
2020-02-23,INV00004289,C0003,P004,3,265.7,0.0664,744.16,EUR,30
2020-02-23,INV00004290,C0046,P010,1,149.74,0.1249,131.03,EUR,15
2020-02-23,INV00004291,C0074,P030,6,139.26,0.0884,761.72,EUR,30
2020-02-23,INV00004292,C0106,P012,1,476.78,0.0562,450.0,EUR,15
2020-02-24,INV00004293,C0020,P021,4,746.09,0.0672,2783.86,EUR,30
2020-02-24,INV00004294,C0114,P006,4,278.66,0.1253,974.95,EUR,30
2020-02-24,INV00004295,C0096,P023,3,151.14,0.0719,420.84,EUR,30
2020-02-24,INV00004296,C0010,P027,2,352.72,0.0513,669.22,EUR,15
2020-02-24,INV00004297,C0110,P029,1,685.26,0.0419,656.52,EUR,45
2020-02-24,INV00004298,C0023,P013,5,105.28,0.0,526.4,EUR,45
2020-02-24,INV00004299,C0063,P019,2,132.08,0.1035,236.81,EUR,0
2020-02-24,INV00004300,C0037,P032,2,149.04,0.0866,272.28,EUR,15
2020-02-24,INV00004301,C0039,P014,2,389.57,0.1234,682.97,EUR,15
2020-02-24,INV00004302,C0088,P015,3,268.29,0.0253,784.48,EUR,30
2020-02-24,INV00004303,C0090,P029,1,685.26,0.0179,672.98,EUR,45
2020-02-25,INV00004304,C0055,P020,1,718.33,0.0859,656.66,EUR,45
2020-02-25,INV00004305,C0009,P003,1,422.8,0.032,409.26,EUR,45
2020-02-25,INV00004306,C0083,P021,1,746.09,0.1015,670.39,EUR,15
2020-02-25,INV00004307,C0038,P032,1,149.04,0.0793,137.22,EUR,45
2020-02-25,INV00004308,C0071,P031,1,893.72,0.0244,871.92,EUR,30
2020-02-25,INV00004309,C0090,P021,2,746.09,0.0963,1348.51,EUR,15
2020-02-25,INV00004310,C0031,P010,1,149.74,0.0919,135.97,EUR,15
2020-02-25,INV00004311,C0098,P010,1,149.74,0.0252,145.97,EUR,30
2020-02-25,INV00004312,C0097,P015,3,268.29,0.0102,796.65,EUR,0
2020-02-26,INV00004313,C0054,P022,3,432.16,0.0,1296.48,EUR,15
2020-02-26,INV00004314,C0114,P002,1,91.99,0.0,91.99,EUR,45
2020-02-26,INV00004315,C0066,P012,1,476.78,0.0796,438.83,EUR,15
2020-02-26,INV00004316,C0002,P001,2,508.53,0.0939,921.59,EUR,30
2020-02-26,INV00004317,C0016,P020,1,718.33,0.0538,679.69,EUR,45
2020-02-26,INV00004318,C0029,P007,1,479.93,0.024,468.43,EUR,30
2020-02-26,INV00004319,C0118,P009,3,133.87,0.0716,372.84,EUR,45
2020-02-27,INV00004320,C0042,P005,3,609.82,0.0903,1664.21,EUR,15
2020-02-27,INV00004321,C0094,P003,2,422.8,0.0781,779.57,EUR,15
2020-02-27,INV00004322,C0014,P015,3,268.29,0.0219,787.26,EUR,60
2020-02-27,INV00004323,C0044,P011,2,439.8,0.1364,759.62,EUR,45
2020-02-27,INV00004324,C0058,P003,1,422.8,0.108,377.12,EUR,60
2020-02-27,INV00004325,C0077,P025,5,503.87,0.1137,2232.97,EUR,30
2020-02-27,INV00004326,C0065,P016,1,135.76,0.1114,120.64,EUR,30
2020-02-27,INV00004327,C0010,P019,3,132.08,0.0215,387.73,EUR,0
2020-02-28,INV00004328,C0051,P010,3,149.74,0.0698,417.88,EUR,45
2020-02-28,INV00004329,C0018,P017,2,286.97,0.0718,532.73,EUR,30
2020-02-28,INV00004330,C0095,P033,2,1052.88,0.0648,1969.21,EUR,45
2020-02-28,INV00004331,C0050,P015,1,268.29,0.0945,242.95,EUR,0
2020-02-28,INV00004332,C0033,P026,1,1216.68,0.0961,1099.74,EUR,45
2020-02-28,INV00004333,C0097,P021,4,746.09,0.0476,2842.42,EUR,15
2020-02-29,INV00004334,C0046,P035,2,159.46,0.1162,281.85,EUR,15
2020-02-29,INV00004335,C0103,P021,1,746.09,0.0866,681.5,EUR,60
2020-02-29,INV00004336,C0034,P017,2,286.97,0.1181,506.16,EUR,30
2020-02-29,INV00004337,C0061,P020,3,718.33,0.0316,2086.81,EUR,15
2020-02-29,INV00004338,C0004,P015,4,268.29,0.121,943.26,EUR,45
2020-02-29,INV00004339,C0098,P010,1,149.74,0.0828,137.34,EUR,30
2020-02-29,INV00004340,C0095,P028,4,273.69,0.1686,910.24,EUR,30
2020-02-29,INV00004341,C0075,P023,2,151.14,0.0702,281.07,EUR,30
2020-02-29,INV00004342,C0085,P030,3,139.26,0.1117,371.13,EUR,45
2020-02-29,INV00004343,C0034,P023,2,151.14,0.0643,282.83,EUR,15
2020-02-29,INV00004344,C0119,P015,2,268.29,0.0585,505.18,EUR,45
2020-02-29,INV00004345,C0001,P019,2,132.08,0.1779,217.16,EUR,15
2020-03-01,INV00004346,C0047,P024,1,365.58,0.0422,350.15,EUR,30
2020-03-01,INV00004347,C0049,P013,1,105.28,0.0266,102.48,EUR,0
2020-03-01,INV00004348,C0089,P010,4,149.74,0.1087,533.87,EUR,30
2020-03-01,INV00004349,C0023,P027,5,352.72,0.0987,1589.59,EUR,45
2020-03-01,INV00004350,C0045,P029,3,685.26,0.0507,1951.58,EUR,30
2020-03-01,INV00004351,C0097,P028,3,273.69,0.0666,766.4,EUR,30
2020-03-01,INV00004352,C0037,P013,3,105.28,0.0391,303.49,EUR,30
2020-03-01,INV00004353,C0091,P014,3,389.57,0.0284,1135.49,EUR,45
2020-03-01,INV00004354,C0035,P008,2,1134.56,0.0522,2150.78,EUR,0
2020-03-01,INV00004355,C0051,P028,5,273.69,0.1259,1196.15,EUR,45
2020-03-01,INV00004356,C0102,P029,1,685.26,0.0931,621.45,EUR,60
2020-03-01,INV00004357,C0105,P026,4,1216.68,0.2085,3851.79,EUR,15
2020-03-02,INV00004358,C0086,P013,1,105.28,0.0194,103.24,EUR,30
2020-03-02,INV00004359,C0088,P032,1,149.04,0.0544,140.92,EUR,30
2020-03-02,INV00004360,C0039,P025,3,503.87,0.0801,1390.54,EUR,30
2020-03-02,INV00004361,C0081,P021,2,746.09,0.0736,1382.36,EUR,45
2020-03-02,INV00004362,C0053,P030,1,139.26,0.0092,137.98,EUR,15
2020-03-02,INV00004363,C0063,P030,3,139.26,0.1002,375.92,EUR,30
2020-03-02,INV00004364,C0048,P011,3,439.8,0.0187,1294.77,EUR,30
2020-03-02,INV00004365,C0105,P026,1,1216.68,0.0185,1194.22,EUR,30
2020-03-02,INV00004366,C0109,P007,3,479.93,0.0,1439.79,EUR,30
2020-03-02,INV00004367,C0065,P024,1,365.58,0.0526,346.34,EUR,0
2020-03-02,INV00004368,C0023,P019,1,132.08,0.046,126.01,EUR,30
2020-03-02,INV00004369,C0008,P033,4,1052.88,0.0,4211.52,EUR,45
2020-03-03,INV00004370,C0081,P011,3,439.8,0.1793,1082.86,EUR,30
2020-03-03,INV00004371,C0080,P003,1,422.8,0.0103,418.45,EUR,15
2020-03-03,INV00004372,C0083,P004,3,265.7,0.1321,691.82,EUR,0
2020-03-03,INV00004373,C0040,P031,1,893.72,0.1969,717.77,EUR,0
2020-03-03,INV00004374,C0022,P006,2,278.66,0.0822,511.51,EUR,30
2020-03-03,INV00004375,C0056,P032,1,149.04,0.127,130.11,EUR,30
2020-03-03,INV00004376,C0100,P010,1,149.74,0.0181,147.04,EUR,30
2020-03-03,INV00004377,C0031,P007,2,479.93,0.1098,854.49,EUR,60
2020-03-03,INV00004378,C0041,P008,3,1134.56,0.0868,3108.15,EUR,0
2020-03-04,INV00004379,C0013,P015,2,268.29,0.1019,481.9,EUR,30
2020-03-04,INV00004380,C0102,P026,4,1216.68,0.1116,4323.72,EUR,0
2020-03-04,INV00004381,C0063,P023,2,151.14,0.1141,267.8,EUR,15
2020-03-04,INV00004382,C0087,P008,1,1134.56,0.0099,1123.38,EUR,15
2020-03-04,INV00004383,C0079,P035,2,159.46,0.1623,267.16,EUR,0
2020-03-04,INV00004384,C0067,P020,2,718.33,0.0,1436.66,EUR,15
2020-03-04,INV00004385,C0077,P011,2,439.8,0.1357,760.2,EUR,30
2020-03-04,INV00004386,C0103,P019,3,132.08,0.0015,395.63,EUR,30
2020-03-04,INV00004387,C0074,P014,4,389.57,0.0,1558.28,EUR,30
2020-03-04,INV00004388,C0070,P015,1,268.29,0.0915,243.75,EUR,0
2020-03-04,INV00004389,C0018,P012,1,476.78,0.0931,432.41,EUR,30
2020-03-04,INV00004390,C0076,P008,1,1134.56,0.0372,1092.36,EUR,30
2020-03-05,INV00004391,C0119,P025,1,503.87,0.0402,483.59,EUR,30
2020-03-05,INV00004392,C0061,P014,2,389.57,0.0564,735.17,EUR,30
2020-03-05,INV00004393,C0030,P009,3,133.87,0.0453,383.41,EUR,30
2020-03-05,INV00004394,C0062,P027,3,352.72,0.1087,943.16,EUR,30
2020-03-05,INV00004395,C0087,P019,1,132.08,0.113,117.15,EUR,0
2020-03-05,INV00004396,C0038,P020,1,718.33,0.0384,690.73,EUR,45
2020-03-05,INV00004397,C0086,P035,1,159.46,0.0781,147.01,EUR,30
2020-03-05,INV00004398,C0074,P011,6,439.8,0.1893,2139.4,EUR,30
2020-03-06,INV00004399,C0046,P015,4,268.29,0.0925,973.9,EUR,30
2020-03-06,INV00004400,C0101,P018,1,985.92,0.0,985.92,EUR,30
2020-03-06,INV00004401,C0072,P017,8,286.97,0.0862,2097.91,EUR,30
2020-03-06,INV00004402,C0090,P026,3,1216.68,0.0663,3407.95,EUR,30
2020-03-06,INV00004403,C0110,P012,6,476.78,0.0183,2808.38,EUR,30
2020-03-06,INV00004404,C0039,P002,3,91.99,0.1083,246.08,EUR,30
2020-03-06,INV00004405,C0050,P031,3,893.72,0.0641,2509.42,EUR,45
2020-03-06,INV00004406,C0109,P005,3,609.82,0.0559,1727.21,EUR,15
2020-03-06,INV00004407,C0067,P002,2,91.99,0.0345,177.64,EUR,30
2020-03-07,INV00004408,C0090,P035,1,159.46,0.1215,140.09,EUR,30
2020-03-07,INV00004409,C0049,P007,2,479.93,0.0149,945.54,EUR,45
2020-03-07,INV00004410,C0111,P011,2,439.8,0.051,834.76,EUR,45
2020-03-07,INV00004411,C0116,P017,1,286.97,0.0306,278.19,EUR,15
2020-03-07,INV00004412,C0080,P017,2,286.97,0.088,523.42,EUR,15
2020-03-07,INV00004413,C0045,P010,3,149.74,0.0213,439.66,EUR,45
2020-03-07,INV00004414,C0048,P014,2,389.57,0.0574,734.41,EUR,15
2020-03-07,INV00004415,C0060,P021,1,746.09,0.1933,601.85,EUR,0
2020-03-07,INV00004416,C0020,P032,1,149.04,0.1098,132.67,EUR,30
2020-03-07,INV00004417,C0116,P027,2,352.72,0.0459,673.04,EUR,45
2020-03-07,INV00004418,C0015,P014,4,389.57,0.0697,1449.67,EUR,30
2020-03-07,INV00004419,C0033,P034,1,420.1,0.1166,371.13,EUR,30
2020-03-07,INV00004420,C0104,P024,1,365.58,0.182,299.04,EUR,15
2020-03-07,INV00004421,C0010,P016,1,135.76,0.0934,123.08,EUR,15
2020-03-08,INV00004422,C0090,P032,1,149.04,0.0743,137.97,EUR,15
2020-03-08,INV00004423,C0022,P032,2,149.04,0.0475,283.91,EUR,45
2020-03-08,INV00004424,C0051,P009,2,133.87,0.1804,219.43,EUR,30
2020-03-08,INV00004425,C0007,P024,2,365.58,0.1468,623.86,EUR,45
2020-03-08,INV00004426,C0019,P021,4,746.09,0.0504,2834.08,EUR,30
2020-03-08,INV00004427,C0025,P032,2,149.04,0.0811,273.9,EUR,30
2020-03-08,INV00004428,C0004,P033,3,1052.88,0.0343,3050.38,EUR,60
2020-03-08,INV00004429,C0104,P026,2,1216.68,0.1549,2056.42,EUR,30
2020-03-08,INV00004430,C0012,P001,1,508.53,0.0575,479.27,EUR,15
2020-03-08,INV00004431,C0090,P008,2,1134.56,0.1034,2034.47,EUR,15
2020-03-08,INV00004432,C0040,P022,1,432.16,0.0,432.16,EUR,30
2020-03-08,INV00004433,C0076,P008,2,1134.56,0.0824,2082.21,EUR,30
2020-03-08,INV00004434,C0004,P025,1,503.87,0.1491,428.76,EUR,15
2020-03-08,INV00004435,C0114,P025,1,503.87,0.1099,448.5,EUR,30
2020-03-08,INV00004436,C0008,P020,3,718.33,0.0274,2096.05,EUR,15
2020-03-08,INV00004437,C0053,P030,1,139.26,0.1098,123.97,EUR,30
2020-03-09,INV00004438,C0051,P014,2,389.57,0.1387,671.04,EUR,30
2020-03-09,INV00004439,C0106,P018,1,985.92,0.0004,985.57,EUR,30
2020-03-09,INV00004440,C0080,P006,2,278.66,0.1671,464.17,EUR,30
2020-03-09,INV00004441,C0088,P009,3,133.87,0.0609,377.14,EUR,30
2020-03-09,INV00004442,C0081,P034,2,420.1,0.1125,745.71,EUR,30
2020-03-09,INV00004443,C0072,P001,1,508.53,0.0,508.53,EUR,0
2020-03-09,INV00004444,C0082,P013,1,105.28,0.1074,93.97,EUR,45
2020-03-09,INV00004445,C0057,P004,1,265.7,0.0965,240.06,EUR,30
2020-03-10,INV00004446,C0054,P020,2,718.33,0.0196,1408.48,EUR,15
2020-03-10,INV00004447,C0071,P028,2,273.69,0.172,453.24,EUR,30
2020-03-10,INV00004448,C0091,P035,2,159.46,0.0,318.92,EUR,30
2020-03-10,INV00004449,C0104,P035,4,159.46,0.0269,620.69,EUR,30
2020-03-10,INV00004450,C0033,P019,4,132.08,0.0499,501.96,EUR,30
2020-03-10,INV00004451,C0038,P013,1,105.28,0.1086,93.85,EUR,30
2020-03-10,INV00004452,C0098,P029,2,685.26,0.0312,1327.83,EUR,60
2020-03-10,INV00004453,C0093,P023,3,151.14,0.0016,452.68,EUR,30
2020-03-10,INV00004454,C0003,P025,1,503.87,0.03,488.76,EUR,45
2020-03-10,INV00004455,C0010,P012,1,476.78,0.0707,443.09,EUR,45
2020-03-10,INV00004456,C0090,P016,3,135.76,0.0453,388.81,EUR,30
2020-03-11,INV00004457,C0090,P032,2,149.04,0.03,289.13,EUR,15
2020-03-11,INV00004458,C0087,P014,4,389.57,0.078,1436.76,EUR,15
2020-03-11,INV00004459,C0096,P019,2,132.08,0.1092,235.33,EUR,60
2020-03-11,INV00004460,C0113,P013,3,105.28,0.0139,311.45,EUR,30
2020-03-11,INV00004461,C0093,P002,3,91.99,0.1648,230.5,EUR,45
2020-03-11,INV00004462,C0120,P018,3,985.92,0.0168,2908.07,EUR,45
2020-03-11,INV00004463,C0018,P013,3,105.28,0.0938,286.21,EUR,45
2020-03-11,INV00004464,C0029,P027,2,352.72,0.1224,619.11,EUR,45
2020-03-11,INV00004465,C0116,P013,1,105.28,0.1096,93.74,EUR,45
2020-03-11,INV00004466,C0051,P027,1,352.72,0.0816,323.94,EUR,30
2020-03-11,INV00004467,C0021,P008,4,1134.56,0.112,4029.82,EUR,45
2020-03-12,INV00004468,C0081,P026,2,1216.68,0.1056,2176.37,EUR,15
2020-03-12,INV00004469,C0107,P019,1,132.08,0.1649,110.3,EUR,15
2020-03-12,INV00004470,C0019,P013,2,105.28,0.1444,180.15,EUR,45
2020-03-12,INV00004471,C0008,P007,1,479.93,0.0569,452.63,EUR,15
2020-03-12,INV00004472,C0005,P027,1,352.72,0.0901,320.94,EUR,30
2020-03-12,INV00004473,C0077,P035,1,159.46,0.1259,139.39,EUR,15
2020-03-12,INV00004474,C0053,P031,1,893.72,0.1172,789.01,EUR,30
2020-03-12,INV00004475,C0006,P009,3,133.87,0.0447,383.65,EUR,30
2020-03-12,INV00004476,C0075,P016,3,135.76,0.102,365.73,EUR,30
2020-03-13,INV00004477,C0113,P003,1,422.8,0.068,394.05,EUR,30
2020-03-13,INV00004478,C0078,P023,4,151.14,0.0849,553.21,EUR,15
2020-03-13,INV00004479,C0019,P003,5,422.8,0.0917,1920.23,EUR,60
2020-03-13,INV00004480,C0060,P025,1,503.87,0.0393,484.09,EUR,45
2020-03-13,INV00004481,C0106,P020,6,718.33,0.0538,4078.32,EUR,45
2020-03-13,INV00004482,C0060,P019,1,132.08,0.0336,127.64,EUR,30
2020-03-13,INV00004483,C0061,P019,1,132.08,0.0961,119.38,EUR,45
2020-03-13,INV00004484,C0022,P009,2,133.87,0.1147,237.03,EUR,30
2020-03-13,INV00004485,C0103,P031,2,893.72,0.1439,1530.28,EUR,30
2020-03-13,INV00004486,C0095,P018,2,985.92,0.0818,1810.53,EUR,30
2020-03-13,INV00004487,C0033,P012,2,476.78,0.0537,902.33,EUR,30
2020-03-13,INV00004488,C0077,P020,1,718.33,0.0578,676.83,EUR,30
2020-03-13,INV00004489,C0044,P016,3,135.76,0.1747,336.13,EUR,30
2020-03-13,INV00004490,C0058,P008,1,1134.56,0.0191,1112.91,EUR,30
2020-03-14,INV00004491,C0052,P031,1,893.72,0.0861,816.74,EUR,30
2020-03-14,INV00004492,C0032,P015,1,268.29,0.0851,245.46,EUR,45
2020-03-14,INV00004493,C0076,P026,3,1216.68,0.0,3650.04,EUR,0
2020-03-14,INV00004494,C0033,P011,4,439.8,0.0685,1638.65,EUR,15
2020-03-14,INV00004495,C0033,P014,2,389.57,0.0244,760.17,EUR,15
2020-03-14,INV00004496,C0119,P027,1,352.72,0.0306,341.92,EUR,15
2020-03-14,INV00004497,C0043,P013,2,105.28,0.0,210.56,EUR,0
2020-03-14,INV00004498,C0029,P032,3,149.04,0.0725,414.72,EUR,45
2020-03-14,INV00004499,C0056,P027,2,352.72,0.0,705.44,EUR,15
2020-03-14,INV00004500,C0058,P009,2,133.87,0.0336,258.73,EUR,0
2020-03-14,INV00004501,C0107,P003,1,422.8,0.1585,355.8,EUR,15
2020-03-14,INV00004502,C0015,P007,2,479.93,0.1193,845.39,EUR,30
2020-03-14,INV00004503,C0083,P021,3,746.09,0.1161,1978.46,EUR,30
2020-03-15,INV00004504,C0077,P018,6,985.92,0.0555,5586.94,EUR,45
2020-03-15,INV00004505,C0096,P029,1,685.26,0.0419,656.53,EUR,15
2020-03-15,INV00004506,C0042,P009,5,133.87,0.0467,638.06,EUR,30
2020-03-15,INV00004507,C0104,P024,1,365.58,0.1869,297.25,EUR,30
2020-03-15,INV00004508,C0119,P013,3,105.28,0.0625,296.12,EUR,30
2020-03-15,INV00004509,C0055,P029,1,685.26,0.0796,630.75,EUR,15
2020-03-15,INV00004510,C0024,P022,1,432.16,0.0712,401.41,EUR,45
2020-03-15,INV00004511,C0038,P016,1,135.76,0.0498,129.0,EUR,15
2020-03-15,INV00004512,C0048,P006,3,278.66,0.0551,789.88,EUR,45
2020-03-16,INV00004513,C0103,P018,3,985.92,0.0698,2751.16,EUR,45
2020-03-16,INV00004514,C0028,P014,1,389.57,0.1009,350.28,EUR,30
2020-03-16,INV00004515,C0041,P025,1,503.87,0.0218,492.91,EUR,30
2020-03-16,INV00004516,C0033,P025,1,503.87,0.1049,451.0,EUR,0
2020-03-16,INV00004517,C0013,P008,7,1134.56,0.0207,7777.47,EUR,15
2020-03-16,INV00004518,C0054,P019,2,132.08,0.0131,260.69,EUR,60
2020-03-16,INV00004519,C0021,P008,4,1134.56,0.0502,4310.49,EUR,30
2020-03-16,INV00004520,C0074,P018,2,985.92,0.0,1971.84,EUR,30
2020-03-16,INV00004521,C0027,P014,2,389.57,0.1303,677.62,EUR,45
2020-03-16,INV00004522,C0064,P019,2,132.08,0.0603,248.23,EUR,0
2020-03-17,INV00004523,C0032,P012,2,476.78,0.0597,896.62,EUR,0
2020-03-17,INV00004524,C0045,P019,1,132.08,0.0052,131.39,EUR,30
2020-03-17,INV00004525,C0025,P009,3,133.87,0.2374,306.26,EUR,0
2020-03-17,INV00004526,C0009,P029,2,685.26,0.0838,1255.65,EUR,30
2020-03-17,INV00004527,C0065,P006,4,278.66,0.0737,1032.47,EUR,30
2020-03-17,INV00004528,C0040,P029,1,685.26,0.041,657.14,EUR,30
2020-03-17,INV00004529,C0010,P002,1,91.99,0.0589,86.57,EUR,30
2020-03-18,INV00004530,C0086,P009,2,133.87,0.023,261.58,EUR,0
2020-03-18,INV00004531,C0034,P015,3,268.29,0.1036,721.51,EUR,0
2020-03-18,INV00004532,C0023,P012,3,476.78,0.0,1430.34,EUR,30
2020-03-18,INV00004533,C0052,P009,1,133.87,0.0727,124.13,EUR,30
2020-03-18,INV00004534,C0108,P025,1,503.87,0.0424,482.52,EUR,30
2020-03-18,INV00004535,C0056,P024,2,365.58,0.0842,669.63,EUR,15
2020-03-18,INV00004536,C0047,P035,1,159.46,0.0899,145.12,EUR,15
2020-03-18,INV00004537,C0035,P028,4,273.69,0.0681,1020.24,EUR,15
2020-03-18,INV00004538,C0043,P009,4,133.87,0.0527,507.24,EUR,0
2020-03-18,INV00004539,C0009,P012,5,476.78,0.0971,2152.38,EUR,30
2020-03-19,INV00004540,C0048,P023,2,151.14,0.0677,281.81,EUR,45
2020-03-19,INV00004541,C0014,P021,2,746.09,0.0,1492.18,EUR,30
2020-03-19,INV00004542,C0068,P033,1,1052.88,0.09,958.11,EUR,30
2020-03-19,INV00004543,C0067,P035,3,159.46,0.0627,448.37,EUR,60
2020-03-19,INV00004544,C0095,P034,1,420.1,0.0,420.1,EUR,15
2020-03-19,INV00004545,C0027,P022,3,432.16,0.0604,1218.19,EUR,0
2020-03-19,INV00004546,C0030,P010,2,149.74,0.0,299.48,EUR,45
2020-03-20,INV00004547,C0113,P007,1,479.93,0.1433,411.16,EUR,60
2020-03-20,INV00004548,C0053,P006,1,278.66,0.0961,251.89,EUR,0
2020-03-20,INV00004549,C0104,P003,3,422.8,0.0612,1190.82,EUR,30
2020-03-20,INV00004550,C0113,P024,5,365.58,0.0529,1731.25,EUR,15
2020-03-20,INV00004551,C0085,P007,1,479.93,0.0935,435.04,EUR,30
2020-03-20,INV00004552,C0043,P023,1,151.14,0.0861,138.13,EUR,30
2020-03-21,INV00004553,C0059,P017,2,286.97,0.0793,528.43,EUR,30
2020-03-21,INV00004554,C0117,P021,1,746.09,0.1496,634.45,EUR,0
2020-03-21,INV00004555,C0114,P021,3,746.09,0.0933,2029.38,EUR,15
2020-03-21,INV00004556,C0020,P025,3,503.87,0.0782,1393.36,EUR,30
2020-03-21,INV00004557,C0078,P011,2,439.8,0.0604,826.46,EUR,45
2020-03-21,INV00004558,C0039,P022,4,432.16,0.1279,1507.55,EUR,15
2020-03-21,INV00004559,C0095,P034,3,420.1,0.1032,1130.23,EUR,0
2020-03-21,INV00004560,C0116,P019,4,132.08,0.1581,444.77,EUR,15
2020-03-21,INV00004561,C0073,P012,1,476.78,0.0044,474.7,EUR,30
2020-03-21,INV00004562,C0030,P018,1,985.92,0.1259,861.79,EUR,0
2020-03-21,INV00004563,C0030,P001,3,508.53,0.1067,1362.8,EUR,15
2020-03-21,INV00004564,C0081,P031,4,893.72,0.0375,3440.68,EUR,30
2020-03-21,INV00004565,C0035,P015,2,268.29,0.0441,512.94,EUR,15
2020-03-22,INV00004566,C0012,P015,4,268.29,0.1443,918.34,EUR,15
2020-03-22,INV00004567,C0069,P017,1,286.97,0.0916,260.7,EUR,30
2020-03-22,INV00004568,C0117,P024,3,365.58,0.0282,1065.84,EUR,30
2020-03-22,INV00004569,C0080,P017,3,286.97,0.0593,809.88,EUR,15
2020-03-23,INV00004570,C0069,P032,4,149.04,0.0521,565.12,EUR,30
2020-03-23,INV00004571,C0052,P003,1,422.8,0.127,369.11,EUR,30
2020-03-23,INV00004572,C0107,P031,1,893.72,0.0835,819.07,EUR,30
2020-03-23,INV00004573,C0100,P006,3,278.66,0.0074,829.83,EUR,30
2020-03-23,INV00004574,C0115,P024,1,365.58,0.057,344.74,EUR,60
2020-03-23,INV00004575,C0083,P004,4,265.7,0.0993,957.21,EUR,15
2020-03-23,INV00004576,C0015,P027,1,352.72,0.0882,321.6,EUR,30
2020-03-23,INV00004577,C0014,P022,1,432.16,0.1196,380.49,EUR,15
2020-03-23,INV00004578,C0078,P005,2,609.82,0.0971,1101.2,EUR,15
2020-03-23,INV00004579,C0082,P018,1,985.92,0.0704,916.5,EUR,15
2020-03-24,INV00004580,C0082,P015,2,268.29,0.0926,486.91,EUR,30
2020-03-24,INV00004581,C0052,P035,1,159.46,0.0,159.46,EUR,45
2020-03-24,INV00004582,C0007,P004,4,265.7,0.038,1022.39,EUR,15
2020-03-24,INV00004583,C0019,P012,3,476.78,0.0596,1345.11,EUR,30
2020-03-24,INV00004584,C0097,P003,1,422.8,0.0296,410.28,EUR,30
2020-03-24,INV00004585,C0021,P027,1,352.72,0.1346,305.23,EUR,15
2020-03-24,INV00004586,C0038,P027,2,352.72,0.0315,683.18,EUR,15
2020-03-24,INV00004587,C0107,P018,1,985.92,0.1407,847.24,EUR,15
2020-03-24,INV00004588,C0036,P018,4,985.92,0.0911,3584.34,EUR,15
2020-03-25,INV00004589,C0096,P011,1,439.8,0.0228,429.78,EUR,15
2020-03-25,INV00004590,C0010,P027,1,352.72,0.0636,330.3,EUR,15
2020-03-25,INV00004591,C0067,P008,3,1134.56,0.1087,3033.86,EUR,30
2020-03-25,INV00004592,C0100,P007,2,479.93,0.1881,779.34,EUR,15
2020-03-25,INV00004593,C0091,P034,5,420.1,0.0,2100.5,EUR,15
2020-03-25,INV00004594,C0118,P005,2,609.82,0.0977,1100.5,EUR,30
2020-03-25,INV00004595,C0049,P018,5,985.92,0.1012,4430.69,EUR,30
2020-03-26,INV00004596,C0073,P031,1,893.72,0.1236,783.26,EUR,30
2020-03-26,INV00004597,C0050,P001,2,508.53,0.0,1017.06,EUR,30
2020-03-26,INV00004598,C0109,P021,3,746.09,0.1519,1898.25,EUR,30
2020-03-26,INV00004599,C0043,P026,2,1216.68,0.1135,2157.18,EUR,45
2020-03-26,INV00004600,C0053,P019,3,132.08,0.0678,369.36,EUR,30
2020-03-26,INV00004601,C0099,P014,2,389.57,0.0163,766.44,EUR,30
2020-03-26,INV00004602,C0061,P005,2,609.82,0.0499,1158.73,EUR,30
2020-03-26,INV00004603,C0084,P030,1,139.26,0.1648,116.31,EUR,30
2020-03-26,INV00004604,C0039,P011,3,439.8,0.0,1319.4,EUR,15
2020-03-27,INV00004605,C0095,P010,1,149.74,0.0419,143.46,EUR,15
2020-03-27,INV00004606,C0023,P016,3,135.76,0.125,356.35,EUR,15
2020-03-27,INV00004607,C0057,P024,4,365.58,0.1129,1297.19,EUR,30
2020-03-27,INV00004608,C0014,P007,2,479.93,0.0483,913.46,EUR,30
2020-03-27,INV00004609,C0057,P016,1,135.76,0.0648,126.97,EUR,30
2020-03-27,INV00004610,C0082,P006,1,278.66,0.0785,256.8,EUR,0
2020-03-27,INV00004611,C0067,P031,6,893.72,0.0244,5231.55,EUR,30
2020-03-27,INV00004612,C0080,P016,1,135.76,0.0378,130.62,EUR,15
2020-03-28,INV00004613,C0026,P017,4,286.97,0.0077,1139.06,EUR,15
2020-03-28,INV00004614,C0116,P030,1,139.26,0.1285,121.37,EUR,30
