expense_id,date,category,department,vendor,amount_mad,currency,type
EXP000001164,2020-09-18,ProfessionalServices,Admin,Google,594.66,MAD,Variable
EXP000001165,2020-09-18,Marketing,Growth,Local supplier,476.17,MAD,Variable
EXP000001166,2020-09-18,Marketing,Growth,Meta,1418.95,MAD,Variable
EXP000001167,2020-09-18,Taxes,Admin,Air Maroc,847.52,MAD,Variable
EXP000001168,2020-09-18,Taxes,Admin,AWS,1050.5,MAD,Variable
EXP000001169,2020-09-19,Utilities,Facilities,Local supplier,2020.84,MAD,Variable
EXP000001170,2020-09-20,Supplies,Operations,Meta,859.54,MAD,Variable
EXP000001171,2020-09-21,Logistics,Operations,ONCF,1159.75,MAD,Variable
EXP000001172,2020-09-21,Travel,Operations,Maroc Telecom,1430.15,MAD,Variable
EXP000001173,2020-09-22,Taxes,Admin,Orange,143.94,MAD,Variable
EXP000001174,2020-09-22,Supplies,Operations,Orange,1075.3,MAD,Variable
EXP000001175,2020-09-23,Utilities,Facilities,Air Maroc,429.21,MAD,Variable
EXP000001176,2020-09-23,Software,IT,KPMG,617.71,MAD,Variable
EXP000001177,2020-09-23,Logistics,Operations,Office landlord,1386.66,MAD,Variable
EXP000001178,2020-09-25,Utilities,Facilities,Tax authority,1299.5,MAD,Variable
EXP000001179,2020-09-25,Taxes,Admin,Air Maroc,55.2,MAD,Variable
EXP000001180,2020-09-26,Software,IT,Orange,800.44,MAD,Variable
EXP000001181,2020-09-26,Travel,Operations,Microsoft,528.45,MAD,Variable
EXP000001182,2020-09-27,Marketing,Growth,Orange,303.5,MAD,Variable
EXP000001183,2020-09-27,Marketing,Growth,Google,1036.86,MAD,Variable
EXP000001184,2020-09-27,Supplies,Operations,AWS,1107.92,MAD,Variable
EXP000001185,2020-09-28,Salaries,RH,Payroll,48030.02,MAD,Fixed
EXP000001186,2020-09-28,Logistics,Operations,Microsoft,1271.11,MAD,Variable
EXP000001187,2020-09-28,Supplies,Operations,Microsoft,1031.31,MAD,Variable
EXP000001188,2020-09-28,Utilities,Facilities,DHL,506.1,MAD,Variable
EXP000001189,2020-09-29,ProfessionalServices,Admin,Google,1288.14,MAD,Variable
EXP000001190,2020-09-29,Marketing,Growth,Maroc Telecom,265.5,MAD,Variable
EXP000001191,2020-09-29,Taxes,Admin,Google,741.01,MAD,Variable
EXP000001192,2020-09-30,Salaries,RH,Payroll,39807.0,MAD,Fixed
EXP000001193,2020-09-30,Logistics,Operations,Office landlord,878.5,MAD,Variable
EXP000001194,2020-09-30,Supplies,Operations,Meta,1245.11,MAD,Variable
EXP000001195,2020-10-01,Rent,Facilities,Office landlord,11620.36,MAD,Fixed
EXP000001196,2020-10-01,Software,IT,Google,6377.07,MAD,Fixed
EXP000001197,2020-10-01,Software,IT,ONCF,1314.58,MAD,Variable
EXP000001198,2020-10-01,Utilities,Facilities,Office landlord,957.52,MAD,Variable
EXP000001199,2020-10-03,Taxes,Admin,Google,1607.4,MAD,Variable
EXP000001200,2020-10-03,Software,IT,AWS,1906.96,MAD,Variable
EXP000001201,2020-10-03,Travel,Operations,ONCF,250.03,MAD,Variable
EXP000001202,2020-10-04,Taxes,Admin,Local supplier,210.45,MAD,Variable
EXP000001203,2020-10-06,Logistics,Operations,ONCF,110.75,MAD,Variable
EXP000001204,2020-10-06,Marketing,Growth,KPMG,1360.57,MAD,Variable
EXP000001205,2020-10-06,ProfessionalServices,Admin,Google,69.43,MAD,Variable
EXP000001206,2020-10-08,Marketing,Growth,Air Maroc,1202.29,MAD,Variable
EXP000001207,2020-10-10,Taxes,Admin,KPMG,153.01,MAD,Variable
EXP000001208,2020-10-11,Utilities,Facilities,Tax authority,893.06,MAD,Variable
EXP000001209,2020-10-11,Supplies,Operations,ONCF,913.89,MAD,Variable
EXP000001210,2020-10-11,Supplies,Operations,Microsoft,1518.09,MAD,Variable
EXP000001211,2020-10-12,Software,IT,KPMG,1206.66,MAD,Variable
EXP000001212,2020-10-13,ProfessionalServices,Admin,Office landlord,925.74,MAD,Variable
EXP000001213,2020-10-13,Software,IT,AWS,349.45,MAD,Variable
EXP000001214,2020-10-13,Logistics,Operations,Maroc Telecom,1219.71,MAD,Variable
EXP000001215,2020-10-13,Marketing,Growth,Orange,308.05,MAD,Variable
EXP000001216,2020-10-14,Taxes,Admin,Deloitte,425.59,MAD,Variable
EXP000001217,2020-10-15,Marketing,Growth,AWS,789.61,MAD,Variable
EXP000001218,2020-10-15,ProfessionalServices,Admin,AWS,770.56,MAD,Variable
EXP000001219,2020-10-16,ProfessionalServices,Admin,Air Maroc,734.09,MAD,Variable
EXP000001220,2020-10-16,Taxes,Admin,AWS,1020.49,MAD,Variable
EXP000001221,2020-10-17,Utilities,Facilities,Google,1851.77,MAD,Variable
EXP000001222,2020-10-17,Travel,Operations,Meta,2247.4,MAD,Variable
EXP000001223,2020-10-17,Utilities,Facilities,DHL,1908.45,MAD,Variable
EXP000001224,2020-10-19,Marketing,Growth,Deloitte,1345.13,MAD,Variable
EXP000001225,2020-10-20,Utilities,Facilities,Orange,765.0,MAD,Variable
EXP000001226,2020-10-20,Supplies,Operations,Tax authority,1476.45,MAD,Variable
EXP000001227,2020-10-22,Utilities,Facilities,DHL,1613.05,MAD,Variable
EXP000001228,2020-10-22,Travel,Operations,Microsoft,241.36,MAD,Variable
EXP000001229,2020-10-22,Travel,Operations,Maroc Telecom,975.11,MAD,Variable
EXP000001230,2020-10-23,Logistics,Operations,Local supplier,200.45,MAD,Variable
EXP000001231,2020-10-23,Taxes,Admin,Meta,50.0,MAD,Variable
EXP000001232,2020-10-24,Travel,Operations,Microsoft,1262.25,MAD,Variable
EXP000001233,2020-10-24,Software,IT,Maroc Telecom,786.24,MAD,Variable
EXP000001234,2020-10-25,Travel,Operations,Tax authority,1213.16,MAD,Variable
EXP000001235,2020-10-27,ProfessionalServices,Admin,Microsoft,2455.75,MAD,Variable
EXP000001236,2020-10-27,Marketing,Growth,Google,975.06,MAD,Variable
EXP000001237,2020-10-27,Supplies,Operations,Google,1844.2,MAD,Variable
EXP000001238,2020-10-28,Salaries,RH,Payroll,50388.49,MAD,Fixed
EXP000001239,2020-10-28,Logistics,Operations,Orange,777.27,MAD,Variable
EXP000001240,2020-10-28,Software,IT,Maroc Telecom,1357.09,MAD,Variable
EXP000001241,2020-10-28,Taxes,Admin,DHL,862.21,MAD,Variable
EXP000001242,2020-10-28,Supplies,Operations,DHL,234.05,MAD,Variable
EXP000001243,2020-10-28,Marketing,Growth,Air Maroc,854.17,MAD,Variable
EXP000001244,2020-10-29,Taxes,Admin,Office landlord,1734.44,MAD,Variable
EXP000001245,2020-10-30,Salaries,RH,Payroll,55654.94,MAD,Fixed
EXP000001246,2020-10-30,Logistics,Operations,AWS,2711.8,MAD,Variable
EXP000001247,2020-10-30,ProfessionalServices,Admin,ONCF,63.62,MAD,Variable
EXP000001248,2020-10-31,Salaries,RH,Payroll,39411.07,MAD,Fixed
EXP000001249,2020-11-01,Rent,Facilities,Office landlord,13573.22,MAD,Fixed
EXP000001250,2020-11-01,Software,IT,Google,7904.91,MAD,Fixed
EXP000001251,2020-11-01,Software,IT,Maroc Telecom,741.5,MAD,Variable
EXP000001252,2020-11-02,Travel,Operations,Air Maroc,461.74,MAD,Variable
EXP000001253,2020-11-03,Supplies,Operations,Local supplier,230.14,MAD,Variable
EXP000001254,2020-11-04,Logistics,Operations,Orange,2052.15,MAD,Variable
EXP000001255,2020-11-04,Taxes,Admin,Tax authority,100.11,MAD,Variable
EXP000001256,2020-11-04,Supplies,Operations,KPMG,1120.06,MAD,Variable
EXP000001257,2020-11-05,ProfessionalServices,Admin,DHL,256.77,MAD,Variable
EXP000001258,2020-11-05,Supplies,Operations,KPMG,271.17,MAD,Variable
EXP000001259,2020-11-06,Software,IT,Orange,492.35,MAD,Variable
EXP000001260,2020-11-07,ProfessionalServices,Admin,Air Maroc,1316.65,MAD,Variable
EXP000001261,2020-11-08,Marketing,Growth,Orange,2772.79,MAD,Variable
EXP000001262,2020-11-08,Supplies,Operations,DHL,1181.39,MAD,Variable
EXP000001263,2020-11-08,Marketing,Growth,Maroc Telecom,847.34,MAD,Variable
EXP000001264,2020-11-10,Taxes,Admin,Orange,1042.43,MAD,Variable
EXP000001265,2020-11-10,Supplies,Operations,Maroc Telecom,807.56,MAD,Variable
EXP000001266,2020-11-11,Taxes,Admin,KPMG,373.08,MAD,Variable
EXP000001267,2020-11-11,ProfessionalServices,Admin,AWS,519.12,MAD,Variable
EXP000001268,2020-11-12,Utilities,Facilities,AWS,498.65,MAD,Variable
EXP000001269,2020-11-12,ProfessionalServices,Admin,DHL,69.54,MAD,Variable
EXP000001270,2020-11-12,Software,IT,Air Maroc,120.8,MAD,Variable
EXP000001271,2020-11-13,Marketing,Growth,Office landlord,2578.86,MAD,Variable
EXP000001272,2020-11-13,Taxes,Admin,Air Maroc,868.78,MAD,Variable
EXP000001273,2020-11-14,Marketing,Growth,KPMG,1857.59,MAD,Variable
EXP000001274,2020-11-16,Supplies,Operations,Office landlord,1192.17,MAD,Variable
EXP000001275,2020-11-16,ProfessionalServices,Admin,Orange,424.91,MAD,Variable
EXP000001276,2020-11-16,Logistics,Operations,Deloitte,875.99,MAD,Variable
EXP000001277,2020-11-17,Travel,Operations,Air Maroc,563.37,MAD,Variable
EXP000001278,2020-11-17,Utilities,Facilities,DHL,828.57,MAD,Variable
EXP000001279,2020-11-18,Utilities,Facilities,Microsoft,1410.36,MAD,Variable
EXP000001280,2020-11-18,Supplies,Operations,AWS,232.66,MAD,Variable
EXP000001281,2020-11-19,ProfessionalServices,Admin,Local supplier,447.98,MAD,Variable
EXP000001282,2020-11-19,Software,IT,ONCF,1887.61,MAD,Variable
EXP000001283,2020-11-20,Travel,Operations,Air Maroc,813.69,MAD,Variable
EXP000001284,2020-11-20,Software,IT,DHL,1944.52,MAD,Variable
EXP000001285,2020-11-22,ProfessionalServices,Admin,ONCF,575.96,MAD,Variable
EXP000001286,2020-11-22,Marketing,Growth,Google,2307.3,MAD,Variable
EXP000001287,2020-11-23,Utilities,Facilities,Office landlord,969.93,MAD,Variable
EXP000001288,2020-11-24,Utilities,Facilities,Microsoft,888.53,MAD,Variable
EXP000001289,2020-11-24,Marketing,Growth,Office landlord,1872.82,MAD,Variable
EXP000001290,2020-11-25,Logistics,Operations,ONCF,979.1,MAD,Variable
EXP000001291,2020-11-25,Logistics,Operations,Google,1438.93,MAD,Variable
EXP000001292,2020-11-25,ProfessionalServices,Admin,Microsoft,974.34,MAD,Variable
EXP000001293,2020-11-27,Travel,Operations,Deloitte,2917.14,MAD,Variable
EXP000001294,2020-11-27,Marketing,Growth,Microsoft,1479.3,MAD,Variable
EXP000001295,2020-11-28,Salaries,RH,Payroll,39467.09,MAD,Fixed
EXP000001296,2020-11-29,Taxes,Admin,Deloitte,301.87,MAD,Variable
EXP000001297,2020-11-30,Salaries,RH,Payroll,46156.51,MAD,Fixed
EXP000001298,2020-11-30,Utilities,Facilities,ONCF,369.16,MAD,Variable
EXP000001299,2020-11-30,Taxes,Admin,AWS,653.56,MAD,Variable
EXP000001300,2020-11-30,Marketing,Growth,Maroc Telecom,1501.55,MAD,Variable
EXP000001301,2020-11-30,Supplies,Operations,Orange,782.01,MAD,Variable
EXP000001302,2020-12-01,Rent,Facilities,Office landlord,13297.19,MAD,Fixed
EXP000001303,2020-12-01,Software,IT,Google,5502.12,MAD,Fixed
EXP000001304,2020-12-01,Marketing,Growth,Local supplier,932.53,MAD,Variable
EXP000001305,2020-12-02,Logistics,Operations,Tax authority,124.23,MAD,Variable
EXP000001306,2020-12-02,Software,IT,Maroc Telecom,899.42,MAD,Variable
EXP000001307,2020-12-03,Software,IT,KPMG,548.39,MAD,Variable
EXP000001308,2020-12-03,Software,IT,Google,1262.4,MAD,Variable
EXP000001309,2020-12-04,Supplies,Operations,DHL,1112.79,MAD,Variable
EXP000001310,2020-12-04,Software,IT,ONCF,613.48,MAD,Variable
EXP000001311,2020-12-04,Travel,Operations,KPMG,51.48,MAD,Variable
EXP000001312,2020-12-05,ProfessionalServices,Admin,Google,1472.98,MAD,Variable
EXP000001313,2020-12-05,ProfessionalServices,Admin,KPMG,2278.68,MAD,Variable
EXP000001314,2020-12-07,Travel,Operations,Microsoft,1754.59,MAD,Variable
EXP000001315,2020-12-07,Software,IT,KPMG,1102.49,MAD,Variable
EXP000001316,2020-12-07,Supplies,Operations,DHL,1724.55,MAD,Variable
EXP000001317,2020-12-08,Travel,Operations,Google,1067.23,MAD,Variable
EXP000001318,2020-12-08,ProfessionalServices,Admin,Google,189.1,MAD,Variable
EXP000001319,2020-12-09,Utilities,Facilities,DHL,1297.76,MAD,Variable
EXP000001320,2020-12-10,Software,IT,AWS,382.13,MAD,Variable
EXP000001321,2020-12-10,Logistics,Operations,Deloitte,730.45,MAD,Variable
EXP000001322,2020-12-11,Marketing,Growth,ONCF,1776.08,MAD,Variable
EXP000001323,2020-12-11,Supplies,Operations,DHL,1683.7,MAD,Variable
EXP000001324,2020-12-12,Marketing,Growth,Tax authority,617.58,MAD,Variable
EXP000001325,2020-12-13,Logistics,Operations,Deloitte,414.35,MAD,Variable
EXP000001326,2020-12-13,Software,IT,ONCF,1384.65,MAD,Variable
EXP000001327,2020-12-13,Marketing,Growth,Deloitte,1830.5,MAD,Variable
EXP000001328,2020-12-14,Utilities,Facilities,Maroc Telecom,328.87,MAD,Variable
EXP000001329,2020-12-14,Software,IT,Meta,1058.26,MAD,Variable
EXP000001330,2020-12-14,Taxes,Admin,Office landlord,945.21,MAD,Variable
EXP000001331,2020-12-14,Taxes,Admin,Deloitte,182.84,MAD,Variable
EXP000001332,2020-12-15,Software,IT,KPMG,888.01,MAD,Variable
EXP000001333,2020-12-15,Software,IT,Maroc Telecom,766.79,MAD,Variable
EXP000001334,2020-12-16,Software,IT,DHL,703.2,MAD,Variable
EXP000001335,2020-12-16,Utilities,Facilities,Google,522.8,MAD,Variable
EXP000001336,2020-12-17,Logistics,Operations,Local supplier,878.62,MAD,Variable
EXP000001337,2020-12-17,Software,IT,Local supplier,1718.87,MAD,Variable
EXP000001338,2020-12-17,Marketing,Growth,KPMG,1382.32,MAD,Variable
EXP000001339,2020-12-18,Software,IT,Microsoft,79.29,MAD,Variable
EXP000001340,2020-12-18,Taxes,Admin,AWS,909.09,MAD,Variable
EXP000001341,2020-12-18,Logistics,Operations,Meta,1492.25,MAD,Variable
EXP000001342,2020-12-19,Marketing,Growth,Meta,936.16,MAD,Variable
EXP000001343,2020-12-19,Taxes,Admin,Air Maroc,136.84,MAD,Variable
EXP000001344,2020-12-19,Logistics,Operations,KPMG,1872.36,MAD,Variable
EXP000001345,2020-12-20,Software,IT,Deloitte,274.12,MAD,Variable
EXP000001346,2020-12-21,Travel,Operations,Tax authority,865.66,MAD,Variable
EXP000001347,2020-12-21,Utilities,Facilities,Google,1763.59,MAD,Variable
EXP000001348,2020-12-22,Software,IT,Orange,560.77,MAD,Variable
EXP000001349,2020-12-22,Supplies,Operations,ONCF,195.99,MAD,Variable
EXP000001350,2020-12-22,Utilities,Facilities,KPMG,687.77,MAD,Variable
EXP000001351,2020-12-23,Logistics,Operations,Meta,1372.87,MAD,Variable
EXP000001352,2020-12-23,Utilities,Facilities,Google,645.51,MAD,Variable
EXP000001353,2020-12-24,ProfessionalServices,Admin,Orange,495.18,MAD,Variable
EXP000001354,2020-12-24,Taxes,Admin,Orange,2074.16,MAD,Variable
EXP000001355,2020-12-24,Supplies,Operations,Deloitte,1141.96,MAD,Variable
EXP000001356,2020-12-26,Travel,Operations,Maroc Telecom,381.81,MAD,Variable
EXP000001357,2020-12-27,Marketing,Growth,Google,122.83,MAD,Variable
EXP000001358,2020-12-28,Salaries,RH,Payroll,43046.5,MAD,Fixed
EXP000001359,2020-12-28,ProfessionalServices,Admin,Orange,1122.19,MAD,Variable
EXP000001360,2020-12-29,Software,IT,Microsoft,1533.74,MAD,Variable
EXP000001361,2020-12-30,Salaries,RH,Payroll,42972.29,MAD,Fixed
EXP000001362,2020-12-31,Salaries,RH,Payroll,31173.69,MAD,Fixed
EXP000001363,2020-12-31,Travel,Operations,Google,577.96,MAD,Variable
EXP000001364,2020-12-31,Taxes,Admin,Maroc Telecom,125.12,MAD,Variable
EXP000001365,2021-01-01,Rent,Facilities,Office landlord,12071.25,MAD,Fixed
EXP000001366,2021-01-01,Software,IT,Google,4907.65,MAD,Fixed
EXP000001367,2021-01-01,Logistics,Operations,Office landlord,2033.52,MAD,Variable
EXP000001368,2021-01-02,Supplies,Operations,Meta,1091.58,MAD,Variable
EXP000001369,2021-01-02,Software,IT,Office landlord,1347.7,MAD,Variable
EXP000001370,2021-01-03,Software,IT,Microsoft,1027.23,MAD,Variable
EXP000001371,2021-01-03,Marketing,Growth,ONCF,50.0,MAD,Variable
EXP000001372,2021-01-04,Travel,Operations,AWS,112.28,MAD,Variable
EXP000001373,2021-01-04,Marketing,Growth,Local supplier,69.36,MAD,Variable
EXP000001374,2021-01-04,Supplies,Operations,Local supplier,1170.34,MAD,Variable
EXP000001375,2021-01-04,Software,IT,Orange,1589.79,MAD,Variable
EXP000001376,2021-01-04,Logistics,Operations,ONCF,140.19,MAD,Variable
EXP000001377,2021-01-05,Supplies,Operations,Microsoft,99.15,MAD,Variable
EXP000001378,2021-01-05,Software,IT,Deloitte,1523.89,MAD,Variable
EXP000001379,2021-01-05,Software,IT,Maroc Telecom,1145.05,MAD,Variable
EXP000001380,2021-01-06,Utilities,Facilities,ONCF,1288.78,MAD,Variable
EXP000001381,2021-01-06,Supplies,Operations,Maroc Telecom,1243.7,MAD,Variable
EXP000001382,2021-01-06,Software,IT,Orange,1141.14,MAD,Variable
EXP000001383,2021-01-06,Taxes,Admin,AWS,1731.27,MAD,Variable
EXP000001384,2021-01-07,Taxes,Admin,Microsoft,775.49,MAD,Variable
EXP000001385,2021-01-08,Taxes,Admin,Google,1963.29,MAD,Variable
EXP000001386,2021-01-08,Utilities,Facilities,Air Maroc,1247.44,MAD,Variable
EXP000001387,2021-01-10,Software,IT,ONCF,1291.84,MAD,Variable
EXP000001388,2021-01-10,Software,IT,KPMG,1156.77,MAD,Variable
EXP000001389,2021-01-10,Supplies,Operations,Deloitte,1232.77,MAD,Variable
EXP000001390,2021-01-11,ProfessionalServices,Admin,Deloitte,1311.37,MAD,Variable
EXP000001391,2021-01-13,Taxes,Admin,Tax authority,2439.3,MAD,Variable
EXP000001392,2021-01-13,Logistics,Operations,KPMG,2107.65,MAD,Variable
EXP000001393,2021-01-13,Logistics,Operations,DHL,691.99,MAD,Variable
EXP000001394,2021-01-14,Taxes,Admin,Microsoft,1644.74,MAD,Variable
EXP000001395,2021-01-14,Software,IT,Google,1438.77,MAD,Variable
EXP000001396,2021-01-14,Software,IT,Office landlord,547.24,MAD,Variable
EXP000001397,2021-01-15,Marketing,Growth,Local supplier,352.26,MAD,Variable
EXP000001398,2021-01-16,Travel,Operations,Local supplier,2351.59,MAD,Variable
EXP000001399,2021-01-17,Travel,Operations,AWS,334.01,MAD,Variable
EXP000001400,2021-01-17,Taxes,Admin,Orange,1409.98,MAD,Variable
EXP000001401,2021-01-18,Travel,Operations,Maroc Telecom,1317.09,MAD,Variable
EXP000001402,2021-01-18,Logistics,Operations,DHL,1035.5,MAD,Variable
EXP000001403,2021-01-18,ProfessionalServices,Admin,ONCF,818.64,MAD,Variable
EXP000001404,2021-01-18,Logistics,Operations,Air Maroc,446.33,MAD,Variable
EXP000001405,2021-01-19,Taxes,Admin,Google,2169.82,MAD,Variable
EXP000001406,2021-01-19,Software,IT,Air Maroc,918.84,MAD,Variable
EXP000001407,2021-01-20,Logistics,Operations,Orange,1271.21,MAD,Variable
EXP000001408,2021-01-20,Taxes,Admin,AWS,859.35,MAD,Variable
EXP000001409,2021-01-20,Supplies,Operations,Deloitte,410.43,MAD,Variable
EXP000001410,2021-01-21,Utilities,Facilities,AWS,2472.93,MAD,Variable
EXP000001411,2021-01-21,Utilities,Facilities,Air Maroc,570.14,MAD,Variable
EXP000001412,2021-01-22,Marketing,Growth,Orange,762.52,MAD,Variable
EXP000001413,2021-01-22,ProfessionalServices,Admin,Maroc Telecom,678.45,MAD,Variable
EXP000001414,2021-01-23,Utilities,Facilities,Orange,1396.63,MAD,Variable
EXP000001415,2021-01-23,ProfessionalServices,Admin,KPMG,912.26,MAD,Variable
EXP000001416,2021-01-23,Software,IT,ONCF,931.09,MAD,Variable
EXP000001417,2021-01-24,Logistics,Operations,DHL,1648.14,MAD,Variable
EXP000001418,2021-01-24,Software,IT,Local supplier,1989.73,MAD,Variable
EXP000001419,2021-01-25,Taxes,Admin,AWS,100.44,MAD,Variable
EXP000001420,2021-01-25,Supplies,Operations,Office landlord,1599.14,MAD,Variable
EXP000001421,2021-01-26,Supplies,Operations,Meta,1520.62,MAD,Variable
EXP000001422,2021-01-26,ProfessionalServices,Admin,AWS,2744.22,MAD,Variable
EXP000001423,2021-01-27,Utilities,Facilities,Local supplier,881.89,MAD,Variable
EXP000001424,2021-01-27,Travel,Operations,Local supplier,222.07,MAD,Variable
EXP000001425,2021-01-28,Salaries,RH,Payroll,55602.16,MAD,Fixed
EXP000001426,2021-01-29,Supplies,Operations,AWS,1588.68,MAD,Variable
EXP000001427,2021-01-29,Utilities,Facilities,DHL,869.77,MAD,Variable
EXP000001428,2021-01-30,Salaries,RH,Payroll,38084.21,MAD,Fixed
EXP000001429,2021-01-31,Salaries,RH,Payroll,43989.98,MAD,Fixed
EXP000001430,2021-01-31,Utilities,Facilities,Office landlord,1124.2,MAD,Variable
EXP000001431,2021-01-31,Software,IT,Google,421.38,MAD,Variable
EXP000001432,2021-01-31,Software,IT,ONCF,1741.1,MAD,Variable
EXP000001433,2021-02-01,Rent,Facilities,Office landlord,13683.97,MAD,Fixed
EXP000001434,2021-02-01,Software,IT,Microsoft,4960.04,MAD,Fixed
EXP000001435,2021-02-01,Logistics,Operations,Deloitte,1635.52,MAD,Variable
EXP000001436,2021-02-02,Marketing,Growth,Maroc Telecom,1144.01,MAD,Variable
EXP000001437,2021-02-03,Travel,Operations,Tax authority,161.32,MAD,Variable
EXP000001438,2021-02-03,Supplies,Operations,Microsoft,1063.74,MAD,Variable
EXP000001439,2021-02-03,Taxes,Admin,Google,1051.21,MAD,Variable
EXP000001440,2021-02-04,Utilities,Facilities,Air Maroc,215.19,MAD,Variable
EXP000001441,2021-02-05,ProfessionalServices,Admin,Air Maroc,323.13,MAD,Variable
EXP000001442,2021-02-07,Utilities,Facilities,Orange,330.75,MAD,Variable
EXP000001443,2021-02-07,Supplies,Operations,ONCF,50.0,MAD,Variable
EXP000001444,2021-02-07,Taxes,Admin,KPMG,862.83,MAD,Variable
EXP000001445,2021-02-08,ProfessionalServices,Admin,Tax authority,488.54,MAD,Variable
EXP000001446,2021-02-09,Taxes,Admin,Local supplier,2414.71,MAD,Variable
EXP000001447,2021-02-09,Logistics,Operations,Orange,1405.43,MAD,Variable
EXP000001448,2021-02-09,Supplies,Operations,Orange,94.24,MAD,Variable
EXP000001449,2021-02-10,Logistics,Operations,AWS,1500.2,MAD,Variable
EXP000001450,2021-02-11,Logistics,Operations,Air Maroc,659.27,MAD,Variable
EXP000001451,2021-02-12,Taxes,Admin,Maroc Telecom,1944.69,MAD,Variable
EXP000001452,2021-02-12,Utilities,Facilities,AWS,149.59,MAD,Variable
EXP000001453,2021-02-13,Marketing,Growth,Tax authority,470.93,MAD,Variable
EXP000001454,2021-02-13,Travel,Operations,Maroc Telecom,1681.36,MAD,Variable
EXP000001455,2021-02-14,Marketing,Growth,Microsoft,521.29,MAD,Variable
EXP000001456,2021-02-14,Marketing,Growth,Office landlord,1414.18,MAD,Variable
EXP000001457,2021-02-15,Travel,Operations,Google,50.0,MAD,Variable
EXP000001458,2021-02-16,Utilities,Facilities,DHL,781.53,MAD,Variable
EXP000001459,2021-02-16,Software,IT,Air Maroc,997.41,MAD,Variable
EXP000001460,2021-02-16,Supplies,Operations,KPMG,1669.3,MAD,Variable
EXP000001461,2021-02-16,Utilities,Facilities,Local supplier,1999.63,MAD,Variable
EXP000001462,2021-02-17,Software,IT,Local supplier,2365.88,MAD,Variable
EXP000001463,2021-02-17,ProfessionalServices,Admin,ONCF,1432.84,MAD,Variable
EXP000001464,2021-02-18,Marketing,Growth,Office landlord,493.65,MAD,Variable
EXP000001465,2021-02-18,Travel,Operations,Google,531.21,MAD,Variable
EXP000001466,2021-02-18,Software,IT,ONCF,1078.51,MAD,Variable
EXP000001467,2021-02-18,Marketing,Growth,DHL,349.59,MAD,Variable
EXP000001468,2021-02-19,Travel,Operations,Maroc Telecom,533.46,MAD,Variable
EXP000001469,2021-02-19,Logistics,Operations,Meta,475.22,MAD,Variable
EXP000001470,2021-02-19,Utilities,Facilities,Office landlord,256.06,MAD,Variable
EXP000001471,2021-02-20,Software,IT,Air Maroc,722.31,MAD,Variable
EXP000001472,2021-02-21,Travel,Operations,Google,572.41,MAD,Variable
EXP000001473,2021-02-22,Logistics,Operations,Office landlord,388.58,MAD,Variable
EXP000001474,2021-02-23,Software,IT,Meta,1217.67,MAD,Variable
EXP000001475,2021-02-24,Marketing,Growth,Office landlord,1215.22,MAD,Variable
EXP000001476,2021-02-24,Travel,Operations,DHL,1489.23,MAD,Variable
EXP000001477,2021-02-25,Supplies,Operations,Orange,865.06,MAD,Variable
EXP000001478,2021-02-25,Supplies,Operations,Meta,1850.96,MAD,Variable
EXP000001479,2021-02-26,Software,IT,KPMG,84.22,MAD,Variable
EXP000001480,2021-02-26,Travel,Operations,AWS,1075.04,MAD,Variable
EXP000001481,2021-02-27,Taxes,Admin,Office landlord,520.84,MAD,Variable
EXP000001482,2021-02-27,Marketing,Growth,Air Maroc,1782.8,MAD,Variable
EXP000001483,2021-02-28,Salaries,RH,Payroll,45873.52,MAD,Fixed
EXP000001484,2021-02-28,Supplies,Operations,KPMG,50.0,MAD,Variable
EXP000001485,2021-03-01,Rent,Facilities,Office landlord,9967.33,MAD,Fixed
EXP000001486,2021-03-01,Software,IT,AWS,9231.52,MAD,Fixed
EXP000001487,2021-03-01,Taxes,Admin,Tax authority,466.26,MAD,Variable
EXP000001488,2021-03-01,Taxes,Admin,KPMG,1453.45,MAD,Variable
EXP000001489,2021-03-02,Supplies,Operations,ONCF,771.21,MAD,Variable
EXP000001490,2021-03-02,Software,IT,Air Maroc,795.36,MAD,Variable
EXP000001491,2021-03-04,Travel,Operations,Meta,2115.8,MAD,Variable
EXP000001492,2021-03-04,Logistics,Operations,Office landlord,1129.76,MAD,Variable
EXP000001493,2021-03-04,Logistics,Operations,ONCF,814.16,MAD,Variable
EXP000001494,2021-03-05,Travel,Operations,DHL,717.4,MAD,Variable
EXP000001495,2021-03-06,Software,IT,Air Maroc,261.2,MAD,Variable
EXP000001496,2021-03-07,Software,IT,Meta,798.86,MAD,Variable
EXP000001497,2021-03-08,ProfessionalServices,Admin,Orange,1725.7,MAD,Variable
EXP000001498,2021-03-08,Travel,Operations,Microsoft,1152.68,MAD,Variable
EXP000001499,2021-03-09,ProfessionalServices,Admin,Microsoft,1272.99,MAD,Variable
EXP000001500,2021-03-10,Marketing,Growth,Deloitte,738.54,MAD,Variable
EXP000001501,2021-03-11,Software,IT,Air Maroc,1205.63,MAD,Variable
EXP000001502,2021-03-11,Taxes,Admin,Office landlord,775.21,MAD,Variable
EXP000001503,2021-03-13,Taxes,Admin,AWS,306.69,MAD,Variable
EXP000001504,2021-03-14,ProfessionalServices,Admin,Air Maroc,349.25,MAD,Variable
EXP000001505,2021-03-15,Software,IT,Microsoft,1185.34,MAD,Variable
EXP000001506,2021-03-16,Software,IT,DHL,484.74,MAD,Variable
EXP000001507,2021-03-16,Travel,Operations,DHL,226.74,MAD,Variable
